step,acc_train,f1_train,loss_train,cw_acc_train,acc_val,f1_val,loss_val,cw_acc_val,acc_test,f1_test,loss_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
600,1.0,1.0,1.171813726425171,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.39059304703476483,0.39324875846475854,0.0,"[0.6, 0.414, 0.359, 0.157, 0.169, 0.542, 0.55]",0.43149284253578735,0.4311484471142612,0.0,"[0.707, 0.543, 0.338, 0.271, 0.224, 0.333, 0.623]",475,884,0.5373303167420814,0.98,"[0.23167605698108673, 0.1337996870279312, 0.19826248288154602, 0.13193674385547638, 0.1175215020775795, 0.1011178120970726, 0.08568558096885681]","[1.0, 0.5775291919708252, 0.8557745814323425, 0.5694880485534668, 0.5072665214538574, 0.43646207451820374, 0.3698508143424988]","[154, 128, 104, 138, 124, 101, 135]","[126, 77, 37, 35, 42, 59, 99]","[0.8181818127632141, 0.6015625, 0.35576921701431274, 0.25362318754196167, 0.33870968222618103, 0.5841584205627441, 0.7333333492279053]","[1936, 2854, 1705, 2647, 2264, 1806, 2557]","[1410, 1527, 493, 671, 648, 790, 1815]","[0.7283057570457458, 0.5350385308265686, 0.28914955258369446, 0.253494530916214, 0.2862190902233124, 0.43743079900741577, 0.7098162174224854]"
625,1.0,1.0,1.172857403755188,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.39263803680981596,0.3888907423476821,0.0,"[0.573, 0.457, 0.372, 0.129, 0.143, 0.593, 0.55]",0.42535787321063395,0.4228854648722488,0.0,"[0.68, 0.557, 0.364, 0.186, 0.237, 0.35, 0.623]",433,892,0.4854260089686099,0.98,"[0.17985427379608154, 0.18434345722198486, 0.2513478398323059, 0.03723561763763428, 0.11967262625694275, 0.15600913763046265, 0.0715368390083313]","[0.7155592441558838, 0.7334197163581848, 1.0, 0.14814376831054688, 0.47612354159355164, 0.6206901669502258, 0.28461289405822754]","[143, 153, 64, 146, 109, 147, 130]","[109, 84, 14, 42, 32, 56, 96]","[0.7622377872467041, 0.5490196347236633, 0.21875, 0.2876712381839752, 0.29357796907424927, 0.380952388048172, 0.7384615540504456]","[2079, 3007, 1769, 2793, 2373, 1953, 2687]","[1519, 1611, 507, 713, 680, 846, 1911]","[0.7306397557258606, 0.5357499122619629, 0.28660258650779724, 0.2552810609340668, 0.2865571081638336, 0.43317973613739014, 0.711202085018158]"
650,1.0,1.0,1.1721242666244507,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.40286298568507156,0.41178140593661255,0.0,"[0.533, 0.414, 0.41, 0.243, 0.195, 0.508, 0.567]",0.4294478527607362,0.4305704488816751,0.0,"[0.693, 0.529, 0.325, 0.343, 0.25, 0.25, 0.623]",469,955,0.49109947643979057,0.98,"[0.1812669187784195, 0.11868893355131149, 0.1886017918586731, 0.1625286042690277, 0.17113804817199707, 0.10642518848180771, 0.07135029882192612]","[0.9611092209815979, 0.6293096542358398, 1.0, 0.86175537109375, 0.9074041247367859, 0.564285159111023, 0.3783118724822998]","[151, 161, 100, 181, 137, 102, 123]","[122, 81, 39, 41, 43, 53, 90]","[0.807947039604187, 0.5031055808067322, 0.38999998569488525, 0.22651933133602142, 0.31386861205101013, 0.5196078419685364, 0.7317073345184326]","[2230, 3168, 1869, 2974, 2510, 2055, 2810]","[1641, 1692, 546, 754, 723, 899, 2001]","[0.7358744144439697, 0.5340909361839294, 0.2921348214149475, 0.2535305917263031, 0.28804782032966614, 0.43746957182884216, 0.7120996713638306]"
675,1.0,1.0,1.1714662313461304,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.39059304703476483,0.3909565366051888,0.0,"[0.6, 0.3, 0.449, 0.143, 0.169, 0.576, 0.55]",0.39263803680981596,0.38828358982280714,0.0,"[0.747, 0.429, 0.338, 0.129, 0.237, 0.25, 0.623]",434,933,0.46516613076098606,0.98,"[0.20490586757659912, 0.1267574578523636, 0.15635836124420166, 0.12363492697477341, 0.14688162505626678, 0.10047431290149689, 0.14098721742630005]","[1.0, 0.6186131238937378, 0.7630741000175476, 0.6033742427825928, 0.7168248891830444, 0.49034374952316284, 0.6880584955215454]","[146, 179, 104, 167, 80, 124, 133]","[121, 77, 29, 34, 22, 58, 93]","[0.8287671208381653, 0.4301675856113434, 0.2788461446762085, 0.20359280705451965, 0.2750000059604645, 0.4677419364452362, 0.6992481350898743]","[2376, 3347, 1973, 3141, 2590, 2179, 2943]","[1762, 1769, 575, 788, 745, 957, 2094]","[0.7415825128555298, 0.5285330414772034, 0.2914343774318695, 0.2508755028247833, 0.28764477372169495, 0.4391922950744629, 0.7115188837051392]"
700,1.0,1.0,1.1767281293869019,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.39059304703476483,0.36704831050233827,0.0,"[0.653, 0.386, 0.462, 0.171, 0.013, 0.576, 0.533]",0.3967280163599182,0.3742780696832852,0.0,"[0.733, 0.5, 0.39, 0.171, 0.0, 0.4, 0.623]",464,959,0.48383733055265904,0.98,"[0.24395763874053955, 0.15145684778690338, 0.22869057953357697, 0.09914256632328033, 0.03557942062616348, 0.17311471700668335, 0.06805802881717682]","[1.0, 0.6208325624465942, 0.9374192357063293, 0.40639254450798035, 0.14584261178970337, 0.7096097469329834, 0.2789747714996338]","[138, 155, 122, 168, 120, 139, 117]","[106, 88, 36, 49, 33, 62, 90]","[0.7681159377098083, 0.5677419304847717, 0.2950819730758667, 0.2916666567325592, 0.2750000059604645, 0.4460431635379791, 0.7692307829856873]","[2514, 3502, 2095, 3309, 2710, 2318, 3060]","[1868, 1857, 611, 837, 778, 1019, 2184]","[0.7430389523506165, 0.5302684307098389, 0.2916467785835266, 0.25294649600982666, 0.2870848774909973, 0.43960312008857727, 0.7137255072593689]"
725,1.0,1.0,1.1712360382080078,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.38650306748466257,0.38690247360493707,0.0,"[0.653, 0.229, 0.372, 0.314, 0.13, 0.542, 0.517]",0.4274028629856851,0.42901396817581444,0.0,"[0.76, 0.314, 0.364, 0.343, 0.276, 0.317, 0.623]",449,943,0.47613997879109227,0.98,"[0.2287764996290207, 0.0810808539390564, 0.13342702388763428, 0.21930913627147675, 0.09041082113981247, 0.0690150186419487, 0.1779804825782776]","[1.0, 0.3544107675552368, 0.5832199454307556, 0.9586173892021179, 0.3951927721500397, 0.30167004466056824, 0.7779666185379028]","[172, 163, 99, 162, 132, 97, 118]","[131, 81, 26, 36, 36, 50, 89]","[0.7616279125213623, 0.4969325065612793, 0.2626262605190277, 0.2222222238779068, 0.27272728085517883, 0.5154638886451721, 0.7542372941970825]","[2686, 3665, 2194, 3471, 2842, 2415, 3178]","[1999, 1938, 637, 873, 814, 1069, 2273]","[0.7442293167114258, 0.5287858247756958, 0.29033729434013367, 0.2515125274658203, 0.28641802072525024, 0.44265010952949524, 0.7152296900749207]"
750,1.0,1.0,1.1707770824432373,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3987730061349693,0.40998929999727723,0.0,"[0.587, 0.3, 0.295, 0.243, 0.286, 0.576, 0.567]",0.43149284253578735,0.43288010667183335,0.0,"[0.733, 0.371, 0.26, 0.286, 0.421, 0.333, 0.623]",467,961,0.48595213319458896,0.98,"[0.24792763590812683, 0.10568100214004517, 0.13937726616859436, 0.11572571098804474, 0.17852960526943207, 0.155626118183136, 0.05713246762752533]","[1.0, 0.426257461309433, 0.5621691346168518, 0.4667721390724182, 0.7200875282287598, 0.627707839012146, 0.23044009506702423]","[179, 137, 134, 145, 101, 142, 123]","[129, 72, 35, 37, 29, 73, 92]","[0.7206704020500183, 0.525547444820404, 0.26119402050971985, 0.25517240166664124, 0.2871287167072296, 0.51408451795578, 0.7479674816131592]","[2865, 3802, 2328, 3616, 2943, 2557, 3301]","[2128, 2010, 672, 910, 843, 1142, 2365]","[0.7427574396133423, 0.5286691188812256, 0.2886597812175751, 0.2516593039035797, 0.2864423990249634, 0.44661712646484375, 0.7164495587348938]"
775,1.0,1.0,1.1705316305160522,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.37014314928425357,0.3828814323211561,0.0,"[0.573, 0.286, 0.256, 0.2, 0.299, 0.559, 0.467]",0.4396728016359918,0.4451456018753461,0.0,"[0.747, 0.386, 0.26, 0.286, 0.461, 0.35, 0.59]",470,868,0.5414746543778802,0.98,"[0.17272153496742249, 0.06793271750211716, 0.19353337585926056, 0.1434307098388672, 0.20667456090450287, 0.13451145589351654, 0.08119553327560425]","[0.8357174396514893, 0.3286941349506378, 0.9364160299301147, 0.6939930319786072, 1.0, 0.6508370041847229, 0.3928666114807129]","[162, 125, 114, 136, 82, 121, 128]","[135, 78, 41, 33, 27, 61, 95]","[0.8333333134651184, 0.6240000128746033, 0.359649121761322, 0.24264705181121826, 0.32926830649375916, 0.5041322112083435, 0.7421875]","[3027, 3927, 2442, 3752, 3025, 2678, 3429]","[2263, 2088, 713, 943, 870, 1203, 2460]","[0.7476049065589905, 0.5317035913467407, 0.2919737994670868, 0.2513326108455658, 0.28760331869125366, 0.449215829372406, 0.7174103260040283]"
800,1.0,1.0,1.1718021631240845,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.38445807770961143,0.3799297199099709,0.0,"[0.587, 0.5, 0.269, 0.371, 0.052, 0.525, 0.45]",0.4233128834355828,0.41832169954925696,0.0,"[0.72, 0.586, 0.286, 0.429, 0.092, 0.333, 0.541]",471,992,0.4747983870967742,0.98,"[0.26956838369369507, 0.1582343876361847, 0.16244453191757202, 0.21661712229251862, 0.05324254184961319, 0.10610885173082352, 0.03378401696681976]","[1.0, 0.5869916677474976, 0.6026097536087036, 0.8035702109336853, 0.19751033186912537, 0.3936249911785126, 0.12532633543014526]","[161, 154, 178, 138, 104, 134, 123]","[128, 79, 53, 41, 27, 54, 89]","[0.7950310707092285, 0.5129870176315308, 0.2977527976036072, 0.2971014380455017, 0.25961539149284363, 0.4029850661754608, 0.7235772609710693]","[3188, 4081, 2620, 3890, 3129, 2812, 3552]","[2391, 2167, 766, 984, 897, 1257, 2549]","[0.75, 0.5309972763061523, 0.2923664152622223, 0.2529563009738922, 0.28667306900024414, 0.4470128118991852, 0.7176238894462585]"
record_time,best_step,test_acc,test_f1,device_idx,dataset,n_labeled_per_class,bs,ul_ratio,lr,weight_u_loss,psl_threshold_h,adaptive_threshold,num_nets,cross_labeling,weight_disagreement,disagree_weight,ema_mode,ema_momentum,val_interval,early_stop_tolerance,max_step,seeds_list,labeling_mode,seed
20240130-162544,550,0.4233128834355828,0.42476671774673697,0,code_complex/java_extended_data,5,7,10,1e-05,1,0.98,True,2,True,True,0.9,False,0.9,25,10,100000,[0],soft,0
