src,from,problem,index,complexity
"import java.io.*;
import java.util.*;

public class MainG {
	static StdIn in = new StdIn();
	static PrintWriter out = new PrintWriter(System.out);
	static long M=(long)1e9+7;
	
	public static void main(String[] args) {
		char[] cs = in.next().toCharArray();
		int n=cs.length;
		int[] x = new int[n];
		for(int i=0; i<n; ++i)
			x[i]=cs[i]-'0';
		long[] dp1 = new long[n+1];
		for(int i=0; i<n; ++i) 
			dp1[i+1]=(x[i]+dp1[i]*10)%M;
		long ans=0;
		for(int d1=1; d1<=9; ++d1) {
			long[][] dp2 = new long[2][n+1];
			for(int i=0; i<n; ++i) {
				dp2[0][i+1]=x[i]>=d1?(10*dp2[0][i]+1)%M:dp2[0][i];
				for(int d2=0; d2<x[i]; ++d2)
					dp2[1][i+1]=((d2>=d1?10*(dp2[0][i]+dp2[1][i])+dp1[i]+1:dp2[0][i]+dp2[1][i])+dp2[1][i+1])%M;
				for(int d2=x[i]; d2<=9; ++d2)
					dp2[1][i+1]=((d2>=d1?10*dp2[1][i]+dp1[i]:dp2[1][i])+dp2[1][i+1])%M;
			}
			ans+=dp2[0][n]+dp2[1][n];
		}
		out.println(ans%M);
		out.close();
	}
	
	interface Input {
		public String next();
		public String nextLine();
		public int nextInt();
		public long nextLong();
		public double nextDouble();
	}
	static class StdIn implements Input {
		final private int BUFFER_SIZE = 1 << 16;
		private DataInputStream din;
		private byte[] buffer;
		private int bufferPointer, bytesRead;
		public StdIn() {
			din = new DataInputStream(System.in);
			buffer = new byte[BUFFER_SIZE];
			bufferPointer = bytesRead = 0;
		}
		public StdIn(InputStream in) {
			try{
				din = new DataInputStream(in);
			} catch(Exception e) {
				throw new RuntimeException();
			}
			buffer = new byte[BUFFER_SIZE];
			bufferPointer = bytesRead = 0;
		}
		public String next() {
			int c;
			while((c=read())!=-1&&(c==' '||c=='\n'||c=='\r'));
			StringBuilder s = new StringBuilder();
			while (c != -1)
			{
				if (c == ' ' || c == '\n'||c=='\r')
					break;
				s.append((char)c);
				c=read();
			}
			return s.toString();
		}
		public String nextLine() {
			int c;
			while((c=read())!=-1&&(c==' '||c=='\n'||c=='\r'));
			StringBuilder s = new StringBuilder();
			while (c != -1)
			{
				if (c == '\n'||c=='\r')
					break;
				s.append((char)c);
				c = read();
			}
			return s.toString();
		}
		public int nextInt() {
			int ret = 0;
			byte c = read();
			while (c <= ' ')
				c = read();
			boolean neg = (c == '-');
			if (neg)
				c = read();
			do
				ret = ret * 10 + c - '0';
			while ((c = read()) >= '0' && c <= '9');

			if (neg)
				return -ret;
			return ret;
		}
		public int[] readIntArray(int n) {
			int[] ar = new int[n];
			for(int i=0; i<n; ++i)
				ar[i]=nextInt();
			return ar;
		}
		public long nextLong() {
			long ret = 0;
			byte c = read();
			while (c <= ' ')
				c = read();
			boolean neg = (c == '-');
			if (neg)
				c = read();
			do
				ret = ret * 10 + c - '0';
			while ((c = read()) >= '0' && c <= '9');
			if (neg)
				return -ret;
			return ret;
		}
		public long[] readLongArray(int n) {
			long[] ar = new long[n];
			for(int i=0; i<n; ++i)
				ar[i]=nextLong();
			return ar;
		}
		public double nextDouble() {
			double ret = 0, div = 1;
			byte c = read();
			while (c <= ' ')
				c = read();
			boolean neg = (c == '-');
			if (neg)
				c = read();
			do
				ret = ret * 10 + c - '0';
			while ((c = read()) >= '0' && c <= '9');
			if (c == '.')
				while ((c = read()) >= '0' && c <= '9')
					ret += (c - '0') / (div *= 10);
			if (neg)
				return -ret;
			return ret;
		}
		private void fillBuffer() throws IOException {
			bytesRead = din.read(buffer, bufferPointer = 0, BUFFER_SIZE);
			if (bytesRead == -1)
				buffer[0] = -1;
		}
		private byte read() {
			try{
				if (bufferPointer == bytesRead)
					fillBuffer();
				return buffer[bufferPointer++];
			} catch(IOException e) {
				throw new RuntimeException();
			}
		}
		public void close() throws IOException {
			if (din == null)
				return;
			din.close();
		}
	}
}",CorCod,406,406,quadratic
"
// Java program to implement sorting a 
// queue data structure 
import
java.util.LinkedList; 
import
java.util.Queue; 
class
GFG 
{ 

// Queue elements after sortIndex are 

// already sorted. This function returns 

// index of minimum element from front to 

// sortIndex 

public
static
int
minIndex(Queue<Integer> list, 

int
sortIndex) 

{ 

int
min_index = -
1
; 

int
min_value = Integer.MAX_VALUE; 

int
s = list.size(); 

for
(
int
i = 
0
; i < s; i++) 

{ 

int
current = list.peek(); 


// This is dequeue() in Java STL 

list.poll(); 


// we add the condition i <= sortIndex 

// because we don't want to traverse 

// on the sorted part of the queue, 

// which is the right part. 

if
(current <= min_value && i <= sortIndex) 

{ 

min_index = i; 

min_value = current; 

} 

list.add(current); 

} 

return
min_index; 
} 


// Moves given minimum element 

// to rear of queue 

public
static
void
insertMinToRear(Queue<Integer> list, 

int
min_index) 

{ 

int
min_value = 
0
; 

int
s = list.size(); 

for
(
int
i = 
0
; i < s; i++) 

{ 

int
current = list.peek(); 

list.poll(); 

if
(i != min_index) 

list.add(current); 

else

min_value = current; 

} 

list.add(min_value); 

} 


public
static
void
sortQueue(Queue<Integer> list) 

{ 

for
(
int
i = 
1
; i <= list.size(); i++) 

{ 

int
min_index = minIndex(list,list.size() - i); 

insertMinToRear(list, min_index); 

} 

} 


//Driver function 

public
static
void
main (String[] args) 

{ 

Queue<Integer> list = 
new
LinkedList<Integer>(); 

list.add(
30
); 

list.add(
11
); 

list.add(
15
); 

list.add(
4
); 


//Sort Queue 

sortQueue(list); 


//print sorted Queue 

while
(list.isEmpty()== 
false
) 

{ 

System.out.print(list.peek() + 
"" ""
); 

list.poll(); 

} 

} 
} 

// This code is contributed by akash1295 ",CorCod,564,564,quadratic
"
// Java program to count number of times 
// S appears as a subsequence in T 
import
java.io.*; 

class
GFG { 

static
int
findSubsequenceCount(String S, String T) 

{ 

int
m = T.length(); 

int
n = S.length(); 


// T can't appear as a subsequence in S 

if
(m > n) 

return
0
; 


// mat[i][j] stores the count of 

// occurrences of T(1..i) in S(1..j). 

int
mat[][] = 
new
int
[m + 
1
][n + 
1
]; 


// Initializing first column with 

// all 0s. An emptystring can't have 

// another string as suhsequence 

for
(
int
i = 
1
; i <= m; i++) 

mat[i][
0
] = 
0
; 


// Initializing first row with all 1s. 

// An empty string is subsequence of all. 

for
(
int
j = 
0
; j <= n; j++) 

mat[
0
][j] = 
1
; 


// Fill mat[][] in bottom up manner 

for
(
int
i = 
1
; i <= m; i++) { 

for
(
int
j = 
1
; j <= n; j++) { 

// If last characters don't match, 

// then value is same as the value 

// without last character in S. 

if
(T.charAt(i - 
1
) != S.charAt(j - 
1
)) 

mat[i][j] = mat[i][j - 
1
]; 


// Else value is obtained considering two cases. 

// a) All substrings without last character in S 

// b) All substrings without last characters in 

// both. 

else

mat[i][j] = mat[i][j - 
1
] + mat[i - 
1
][j - 
1
]; 

} 

} 


/* uncomment this to print matrix mat 

for (int i = 1; i <= m; i++, cout << endl) 

for (int j = 1; j <= n; j++) 

System.out.println ( mat[i][j] +"" ""); */

return
mat[m][n]; 

} 


// Driver code to check above method 

public
static
void
main(String[] args) 

{ 

String T = 
""ge""
; 

String S = 
""geeksforgeeks""
; 

System.out.println(findSubsequenceCount(S, T)); 

} 
} 
// This code is contributed by vt_m ",CorCod,533,533,quadratic
"import java.util.Arrays;
import java.util.Scanner;


public class Solution {

	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		Solution ss = new Solution();
		ss.test(sc);
	}
	
	void test(Scanner sc){
		int LEN = sc.nextInt();
		int[] a = new int[LEN];
		int[] b = new int[LEN];
		for (int i = 0; i < b.length; i++) {
			a[i] = sc.nextInt();
		}
		for (int i = 0; i < b.length; i++) {
			b[i] = sc.nextInt();
		}
		Arrays.sort(a);
		Arrays.sort(b);
		
		int ia=0, ib=0;
		while(ia<LEN && a[ia]==0) ia++;
		while(ib<LEN && b[ib]==0) ib++;
		if(ib==LEN){
			System.out.println(""Yes"");
			return;
		}
		if(ia==LEN){
			System.out.println(""No"");
			return;
		}		
		boolean out = true;
		while(ia<LEN && ib<LEN){
			if(a[ia]==b[ib]){
				ia++;
				ib++;
			}else{
				if(a[ia]>b[ib]){
					while(ib<LEN && b[ib]!=a[ia]){
						ib++;
					}
					if(ib==LEN){
						out=false;
						break;
					}
				}
			}
		}
		
		if(out){
			System.out.println(""Yes"");
		}else{
			System.out.println(""No"");
		}
	}

}
",CorCod,427,427,quadratic
"
import java.io.*;
import java.util.*;
public class D999 {
    public static void main(String args[])throws IOException
    {
        Scanner sc=new Scanner(System.in);
        int n=sc.nextInt();
        int m=sc.nextInt();
        int req=n/m;
        int arr[]=new int[n+1];
        int size[]=new int[m];
        List<Integer> list[]=new ArrayList[m];
        for(int i=0;i<m;i++)
        {
            list[i]=new ArrayList<>();
        }
        for(int i=1;i<=n;i++)
        {
            arr[i]=sc.nextInt();
            size[arr[i]%m]++;
            list[arr[i]%m].add(i);
        }
        long tot=0;int x=0,y=0;
        List<Integer> idx=new ArrayList<>();
        for(int i=0;i < 2*m;i++)
        {
            //System.out.println(i+"" ""+size[i%m]);
            if(size[i%m]>req)
            {
                for(int j=0;j<size[i%m]-req;j++)
                {
                    idx.add(list[i%m].get(j));
                    y++;
                    
                }
                size[i%m]=req;
                //System.out.println(i+"" ""+x+"" ""+y);
            }
            else if(size[i%m]<req)
            {
                //System.out.println(idx+"" ""+i);
                while(x!=y && size[i%m]<req)
                {
                    int num=arr[idx.get(x)];
                    int gg=i-num%m;
                    tot+=gg;
                    arr[idx.get(x)]+=gg;
                    x++;
                    size[i%m]++;
                }
            }
        }
        System.out.println(tot);
        for(int i=1;i<=n;i++)
        {
            System.out.print(arr[i]+"" "");
        }
    }
}",CorCod,166,166,linear
"
// Java program to construct a tree using inorder 
// and postorder traversals 

/* A binary tree node has data, pointer to left 

child and a pointer to right child */
class
Node { 

int
data; 

Node left, right; 


public
Node(
int
data) 

{ 

this
.data = data; 

left = right = 
null
; 

} 
} 

// Class Index created to implement pass by reference of Index 
class
Index { 

int
index; 
} 

class
BinaryTree { 

/* Recursive function to construct binary of size n 

from Inorder traversal in[] and Postrder traversal 

post[]. Initial values of inStrt and inEnd should 

be 0 and n -1. The function doesn't do any error 

checking for cases where inorder and postorder 

do not form a tree */

Node buildUtil(
int
in[], 
int
post[], 
int
inStrt, 

int
inEnd, Index pIndex) 

{ 

// Base case 

if
(inStrt > inEnd) 

return
null
; 


/* Pick current node from Postrder traversal using 

postIndex and decrement postIndex */

Node node = 
new
Node(post[pIndex.index]); 

(pIndex.index)--; 


/* If this node has no children then return */

if
(inStrt == inEnd) 

return
node; 


/* Else find the index of this node in Inorder 

traversal */

int
iIndex = search(in, inStrt, inEnd, node.data); 


/* Using index in Inorder traversal, construct left and 

right subtress */

node.right = buildUtil(in, post, iIndex + 
1
, inEnd, pIndex); 

node.left = buildUtil(in, post, inStrt, iIndex - 
1
, pIndex); 


return
node; 

} 


// This function mainly initializes index of root 

// and calls buildUtil() 

Node buildTree(
int
in[], 
int
post[], 
int
n) 

{ 

Index pIndex = 
new
Index(); 

pIndex.index = n - 
1
; 

return
buildUtil(in, post, 
0
, n - 
1
, pIndex); 

} 


/* Function to find index of value in arr[start...end] 

The function assumes that value is postsent in in[] */

int
search(
int
arr[], 
int
strt, 
int
end, 
int
value) 

{ 

int
i; 

for
(i = strt; i <= end; i++) { 

if
(arr[i] == value) 

break
; 

} 

return
i; 

} 


/* This funtcion is here just to test */

void
preOrder(Node node) 

{ 

if
(node == 
null
) 

return
; 

System.out.print(node.data + 
"" ""
); 

preOrder(node.left); 

preOrder(node.right); 

} 


public
static
void
main(String[] args) 

{ 

BinaryTree tree = 
new
BinaryTree(); 

int
in[] = 
new
int
[] { 
4
, 
8
, 
2
, 
5
, 
1
, 
6
, 
3
, 
7
}; 

int
post[] = 
new
int
[] { 
8
, 
4
, 
5
, 
2
, 
6
, 
7
, 
3
, 
1
}; 

int
n = in.length; 

Node root = tree.buildTree(in, post, n); 

System.out.println(
""Preorder of the constructed tree : ""
); 

tree.preOrder(root); 

} 
} 

// This code has been contributed by Mayank Jaiswal(mayank_24) ",CorCod,412,412,quadratic
"
// Recursive Java Program to reverse an array 
import
java.io.*; 

class
ReverseArray { 


/* Function to reverse arr[] from start to end*/

static
void
rvereseArray(
int
arr[], 
int
start, 
int
end) 

{ 

int
temp; 

if
(start >= end) 

return
; 

temp = arr[start]; 

arr[start] = arr[end]; 

arr[end] = temp; 

rvereseArray(arr, start+
1
, end-
1
); 

} 


/* Utility that prints out an array on a line */

static
void
printArray(
int
arr[], 
int
size) 

{ 

for
(
int
i=
0
; i < size; i++) 

System.out.print(arr[i] + 
"" ""
); 

System.out.println(
""""
); 

} 


/*Driver function to check for above functions*/

public
static
void
main (String[] args) { 

int
arr[] = {
1
, 
2
, 
3
, 
4
, 
5
, 
6
}; 

printArray(arr, 
6
); 

rvereseArray(arr, 
0
, 
5
); 

System.out.println(
""Reversed array is ""
); 

printArray(arr, 
6
); 

} 
} 
/*This article is contributed by Devesh Agrawal*/",CorCod,192,192,linear
"
// Java implementation to check if the given array 
// can represent Level Order Traversal of Binary 
// Search Tree 
import
java.util.*; 

class
Solution 
{ 

// to store details of a node like 
// node's data, 'min' and 'max' to obtain the 
// range of values where node's left and 
// right child's should lie 
static
class
NodeDetails 
{ 

int
data; 

int
min, max; 
}; 

// function to check if the given array 
// can represent Level Order Traversal 
// of Binary Search Tree 
static
boolean
levelOrderIsOfBST(
int
arr[], 
int
n) 
{ 

// if tree is empty 

if
(n == 
0
) 

return
true
; 


// queue to store NodeDetails 

Queue<NodeDetails> q = 
new
LinkedList<NodeDetails>(); 


// index variable to access array elements 

int
i = 
0
; 


// node details for the 

// root of the BST 

NodeDetails newNode=
new
NodeDetails(); 

newNode.data = arr[i++]; 

newNode.min = Integer.MIN_VALUE; 

newNode.max = Integer.MAX_VALUE; 

q.add(newNode); 


// until there are no more elements 

// in arr[] or queue is not empty 

while
(i != n && q.size() > 
0
) 

{ 

// extracting NodeDetails of a 

// node from the queue 

NodeDetails temp = q.peek(); 

q.remove(); 

newNode = 
new
NodeDetails(); 


// check whether there are more elements 

// in the arr[] and arr[i] can be left child 

// of 'temp.data' or not 

if
(i < n && (arr[i] < (
int
)temp.data && 

arr[i] > (
int
)temp.min)) 

{ 

// Create NodeDetails for newNode 

/// and add it to the queue 

newNode.data = arr[i++]; 

newNode.min = temp.min; 

newNode.max = temp.data; 

q.add(newNode); 

} 


newNode=
new
NodeDetails(); 


// check whether there are more elements 

// in the arr[] and arr[i] can be right child 

// of 'temp.data' or not 

if
(i < n && (arr[i] > (
int
)temp.data && 

arr[i] < (
int
)temp.max)) 

{ 

// Create NodeDetails for newNode 

/// and add it to the queue 

newNode.data = arr[i++]; 

newNode.min = temp.data; 

newNode.max = temp.max; 

q.add(newNode); 

} 

} 


// given array represents level 

// order traversal of BST 

if
(i == n) 

return
true
; 


// given array do not represent 

// level order traversal of BST 

return
false
; 
} 

// Driver code 
public
static
void
main(String args[]) 
{ 

int
arr[] = {
7
, 
4
, 
12
, 
3
, 
6
, 
8
, 
1
, 
5
, 
10
}; 

int
n = arr.length; 

if
(levelOrderIsOfBST(arr, n)) 

System.out.print( 
""Yes""
); 

else

System.out.print( 
""No""
); 

} 
} 

// This code is contributed by Arnab Kundu ",CorCod,12,12,linear
"import java.io.*;
import java.util.*;

public class Main {

    public static void main(String[] args) throws Exception {

        new Main().go();
    }

    PrintWriter out;
    Reader in;
    BufferedReader br;

    Main() throws IOException {

        try {

            //br = new BufferedReader( new FileReader(""input.txt"") );
            //in = new Reader(""input.txt"");
            in = new Reader(""input.txt"");
            out = new PrintWriter( new BufferedWriter(new FileWriter(""output.txt"")) );
        }
        catch (Exception e) {

            //br = new BufferedReader( new InputStreamReader( System.in ) );
            in = new Reader();
            out = new PrintWriter( new BufferedWriter(new OutputStreamWriter(System.out)) );
        }
    }

    void go() throws Exception {

        //int t = in.nextInt();
        int t = 1;
        while (t > 0) {
            solve();
            t--;
        }

        out.flush();
        out.close();
    }


    int inf = 2000000000;
    int mod = 1000000007;
    double eps = 0.000000001;

    int n;
    int m;

    ArrayList<Pair>[] g;
    String s;
    int[][] a;
    void solve() throws IOException {
        int n = in.nextInt();
        int m = in.nextInt();
        a = new int[n][m];
        for (int i = 0; i < n; i++) {
            String s = in.nextLine();
            for (int j = 0; j < m; j++) {
                a[i][j] = s.charAt(j);
            }
        }

        int[][] f = new int[n][m];
        for (int i = 0; i < n; i++)
            for (int j = 0; j < m; j++)
                f[i][j] = inf;

        for (int i = 0; i < n; i++) {
            int cnt = 0;
            for (int j = 0; j < m; j++) {
                if (a[i][j] == '*') {
                    f[i][j] = Math.min(f[i][j], cnt);
                    cnt++;
                } else {
                    cnt = 0;
                }
            }
        }

        for (int i = 0; i < n; i++) {
            int cnt = 0;
            for (int j = m - 1; j >= 0; j--) {
                if (a[i][j] == '*') {
                    f[i][j] = Math.min(f[i][j], cnt);
                    cnt++;
                } else {
                    cnt = 0;
                }
            }
        }

        for (int j = 0; j < m; j++) {
            int cnt = 0;
            for (int i = 0; i < n; i++) {
                if (a[i][j] == '*') {
                    f[i][j] = Math.min(f[i][j], cnt);
                    cnt++;
                } else {
                    cnt = 0;
                }
            }
        }

        for (int j = 0; j < m; j++) {
            int cnt = 0;
            for (int i = n - 1; i >= 0; i--) {
                if (a[i][j] == '*') {
                    f[i][j] = Math.min(f[i][j], cnt);
                    cnt++;
                } else {
                    cnt = 0;
                }
            }
        }

        ArrayList<Item> ans = new ArrayList<>();
        for (int i = 0; i < n; i++)
            for (int j = 0; j < m; j++) {
                if (a[i][j] == '*' && f[i][j] > 0)
                    ans.add(new Item(i + 1, j + 1, f[i][j]));
            }
        boolean[][] used = new boolean[n][m];
        for (int i = 0; i < n; i++) {
            int cnt = 0;
            for (int j = 0; j < m; j++) {
                if (a[i][j] == '*' && f[i][j] > 0) {
                    cnt = Math.max(cnt, f[i][j] + 1);
                }
                if (cnt > 0) used[i][j] = true;
                cnt--;
            }
            cnt = 0;
            for (int j = m - 1; j >= 0; j--) {
                if (a[i][j] == '*' && f[i][j] > 0) {
                    cnt = Math.max(cnt, f[i][j] + 1);
                }
                if (cnt > 0) used[i][j] = true;
                cnt--;
            }
        }

        for (int j = 0; j < m; j++) {
            int cnt = 0;
            for (int i = 0; i < n; i++) {
                if (a[i][j] == '*' && f[i][j] > 0) {
                    cnt = Math.max(cnt, f[i][j] + 1);
                }
                if (cnt > 0) used[i][j] = true;
                cnt--;
            }
            cnt = 0;
            for (int i = n - 1; i >= 0; i--) {
                if (a[i][j] == '*' && f[i][j] > 0) {
                    cnt = Math.max(cnt, f[i][j] + 1);
                }
                if (cnt > 0) used[i][j] = true;
                cnt--;
            }
        }

        for (int i = 0; i < n; i++)
            for (int j = 0; j < m; j++)
                if (a[i][j] == '*' && !used[i][j]) {
                    out.println(-1);
                    return;
                }

        out.println(ans.size());
        for (Item i : ans)
            out.println(i.a + "" "" + i.b + "" "" + i.c);
    }


    class Pair implements Comparable<Pair>{

        int a;
        int b;

        Pair(int a, int b) {

            this.a = a;
            this.b = b;
        }

        public int compareTo(Pair p) {
            if (a != p.a)
                return Integer.compare(a, p.a);
            else
                return Integer.compare(b, p.b);
        }
    }

    class Item {

        int a;
        int b;
        int c;

        Item(int a, int b, int c) {
            this.a = a;
            this.b = b;
            this.c = c;
        }

    }


    class Reader {

        BufferedReader  br;
        StringTokenizer tok;

        Reader(String file) throws IOException {
            br = new BufferedReader( new FileReader(file) );
        }

        Reader() throws IOException {
            br = new BufferedReader( new InputStreamReader(System.in) );
        }

        String next() throws IOException {

            while (tok == null || !tok.hasMoreElements())
                tok = new StringTokenizer(br.readLine());
            return tok.nextToken();
        }

        int nextInt() throws NumberFormatException, IOException {
            return Integer.valueOf(next());
        }

        long nextLong() throws NumberFormatException, IOException {
            return Long.valueOf(next());
        }

        double nextDouble() throws NumberFormatException, IOException {
            return Double.valueOf(next());
        }


        String nextLine() throws IOException {
            return br.readLine();
        }

    }

    static class InputReader
    {
        final private int BUFFER_SIZE = 1 << 16;
        private DataInputStream din;
        private byte[] buffer;
        private int bufferPointer, bytesRead;

        public InputReader()
        {
            din = new DataInputStream(System.in);
            buffer = new byte[BUFFER_SIZE];
            bufferPointer = bytesRead = 0;
        }

        public InputReader(String file_name) throws IOException
        {
            din = new DataInputStream(new FileInputStream(file_name));
            buffer = new byte[BUFFER_SIZE];
            bufferPointer = bytesRead = 0;
        }

        public String readLine() throws IOException
        {
            byte[] buf = new byte[64]; // line length
            int cnt = 0, c;
            while ((c = read()) != -1)
            {
                if (c == '\n')
                    break;
                buf[cnt++] = (byte) c;
            }
            return new String(buf, 0, cnt);
        }

        public int nextInt() throws IOException
        {
            int ret = 0;
            byte c = read();
            while (c <= ' ')
                c = read();
            boolean neg = (c == '-');
            if (neg)
                c = read();
            do
            {
                ret = ret * 10 + c - '0';
            }  while ((c = read()) >= '0' && c <= '9');

            if (neg)
                return -ret;
            return ret;
        }

        public long nextLong() throws IOException
        {
            long ret = 0;
            byte c = read();
            while (c <= ' ')
                c = read();
            boolean neg = (c == '-');
            if (neg)
                c = read();
            do {
                ret = ret * 10 + c - '0';
            }
            while ((c = read()) >= '0' && c <= '9');
            if (neg)
                return -ret;
            return ret;
        }

        public double nextDouble() throws IOException
        {
            double ret = 0, div = 1;
            byte c = read();
            while (c <= ' ')
                c = read();
            boolean neg = (c == '-');
            if (neg)
                c = read();

            do {
                ret = ret * 10 + c - '0';
            }
            while ((c = read()) >= '0' && c <= '9');

            if (c == '.')
            {
                while ((c = read()) >= '0' && c <= '9')
                {
                    ret += (c - '0') / (div *= 10);
                }
            }

            if (neg)
                return -ret;
            return ret;
        }

        private void fillBuffer() throws IOException
        {
            bytesRead = din.read(buffer, bufferPointer = 0, BUFFER_SIZE);
            if (bytesRead == -1)
                buffer[0] = -1;
        }

        private byte read() throws IOException
        {
            if (bufferPointer == bytesRead)
                fillBuffer();
            return buffer[bufferPointer++];
        }

        public void close() throws IOException
        {
            if (din == null)
                return;
            din.close();
        }
    }

}",CorCod,419,419,quadratic
"
// Java program to calculate the 
// product of max element of first 
// array and min element of second array 
import
java.util.*; 
import
java.lang.*; 

class
GfG 
{ 


// Function to calculate the product 

public
static
int
minMaxProduct(
int
arr1[], 

int
arr2[], 

int
n1, 

int
n2) 

{ 


// Initialize max of 

// first array 

int
max = arr1[
0
]; 


// initialize min of 

// second array 

int
min = arr2[
0
]; 


int
i; 

for
(i = 
1
; i < n1 && i < n2; ++i) 

{ 


// To find the maximum 

// element in first array 

if
(arr1[i] > max) 

max = arr1[i]; 


// To find the minimum element 

// in second array 

if
(arr2[i] < min) 

min = arr2[i]; 

} 


// Process remaining elements 

while
(i < n1) 

{ 

if
(arr1[i] > max) 

max = arr1[i]; 

i++; 

} 

while
(i < n2) 

{ 

if
(arr2[i] < min) 

min = arr2[i]; 

i++; 

} 


return
max * min; 

} 


// Driver Code 

public
static
void
main(String argc[]) 

{ 

int
[] arr1= 
new
int
[]{ 
10
, 
2
, 
3
, 

6
, 
4
, 
1
}; 

int
[] arr2 = 
new
int
[]{ 
5
, 
1
, 
4
, 

2
, 
6
, 
9
}; 

int
n1 = 
6
; 

int
n2 = 
6
; 

System.out.println(minMaxProduct(arr1, arr2, 

n1, n2)); 

} 
} 

// This code is contributed by Sagar Shukla ",CorCod,281,281,linear
"
// A Simple Java program to find longest common 
// subarray of two binary arrays with same sum 

class
Test 
{ 

static
int
arr1[] = 
new
int
[]{
0
, 
1
, 
0
, 
1
, 
1
, 
1
, 
1
}; 

static
int
arr2[] = 
new
int
[]{
1
, 
1
, 
1
, 
1
, 
1
, 
0
, 
1
}; 


// Returns length of the longest common sum in arr1[] 

// and arr2[]. Both are of same size n. 

static
int
longestCommonSum(
int
n) 

{ 

// Initialize result 

int
maxLen = 
0
; 


// One by one pick all possible starting points 

// of subarrays 

for
(
int
i=
0
; i<n; i++) 

{ 

// Initialize sums of current subarrays 

int
sum1 = 
0
, sum2 = 
0
; 


// Conider all points for starting with arr[i] 

for
(
int
j=i; j<n; j++) 

{ 

// Update sums 

sum1 += arr1[j]; 

sum2 += arr2[j]; 


// If sums are same and current length is 

// more than maxLen, update maxLen 

if
(sum1 == sum2) 

{ 

int
len = j-i+
1
; 

if
(len > maxLen) 

maxLen = len; 

} 

} 

} 

return
maxLen; 

} 


// Driver method to test the above function 

public
static
void
main(String[] args) 

{ 

System.out.print(
""Length of the longest common span with same sum is ""
); 

System.out.println(longestCommonSum(arr1.length)); 

} 
} ",CorCod,518,518,quadratic
"import java.util.*;
import java.io.*;
public class Main {
    public static void main(String[] args) throws IOException {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        int n = Integer.parseInt(br.readLine());
        int[] arr = new int[n];
        HashMap<Integer, Integer> map = new HashMap<>();
        StringTokenizer st = new StringTokenizer(br.readLine());
        for (int i = 0; i < n; i++) {
            int x = Integer.parseInt(st.nextToken());
            arr[i] = x;
            if (!map.containsKey(x)) {
                map.put(x, 1);
            } else {
                map.replace(x, map.get(x) + 1);
            }
        }
        int[] power = new int[31];
        for (int i = 0; i < 31; i++) {
            power[i] = 1 << i; // 0 100=4 1000=8 10000=16
        }
        int c = 0;
        for (int i = 0; i < n; i++) {
        boolean f = false;
        for (int j = 0; j <= 30; j++) {
        int check = power[j] - arr[i];
                if ((map.containsKey(check) && check != arr[i])) {
                f = true; break;}
                if((map.containsKey(check) && check == arr[i] && map.get(check) >=2)) {
                    f = true; break;
                }
            }
            if (!f) {
                c++;
            }
        }
        System.out.println(c);
    }
}",CorCod,704,704,nlogn
"package com.interview.algorithms.array;

/**
 * Given a sorted array and a value x, the ceiling of x is the smallest element
 * in array greater than or equal to x, and the floor is the greatest element
 * smaller than or equal to x. Assume than the array is sorted in non-decreasing
 * order. Write efficient functions to find floor and ceiling of x.
 * 
 * For example, let the input array be {1, 2, 8, 10, 10, 12, 19}
 *  For x = 0:floor doesn't exist in array, ceil = 1
 *  For x = 1: floor = 1, ceil = 1 
 *  For x = 5: floor = 2, ceil = 8
 *   For x = 20: floor= 19, ceil doesn't exist in array
 *
 *
 * @author ajitkoti
 */
public class FloorAndCeilingInASortedArray {

	/**
	 * Instead of using linear search, binary search is used here to find out
	 * the index. Binary search reduces time complexity to O(Logn).
	 * 
	 * @param arr
	 * @param low
	 * @param high
	 * @param x
	 * @return
	 */
	private static int ceilSearch(int arr[], int low, int high, int x) {
		int mid;

		/*
		 * If x is smaller than or equal to the first element, then return the
		 * first element
		 */
		if (x <= arr[low])
			return low;

		/* If x is greater than the last element, then return -1 */
		if (x > arr[high])
			return -1;

		/* get the index of middle element of arr[low..high] */
		mid = (low + high) / 2; /* low + (high - low)/2 */

		/* If x is same as middle element, then return mid */
		if (arr[mid] == x)
			return mid;

		/*
		 * If x is greater than arr[mid], then either arr[mid + 1] is ceiling of
		 * x or ceiling lies in arr[mid+1...high]
		 */
		else if (x > arr[mid]) {
			if (mid + 1 <= high && x <= arr[mid + 1])
				return mid + 1;
			else
				return ceilSearch(arr, mid + 1, high, x);
		}

		/*
		 * If x is smaller than arr[mid], then either arr[mid] is ceiling of x
		 * or ceiling lies in arr[mid-1...high]
		 */
		else {
			if (mid - 1 >= low && x > arr[mid - 1])
				return mid;
			else
				return ceilSearch(arr, low, mid - 1, x);
		}
	}

	/* Driver program to check above functions */
	public static void main(String[] args) {
		int arr[] = { 1, 2, 8, 10, 10, 12, 19 };
		int n = arr.length;
		int x = 11;
		int index = ceilSearch(arr, 0, n - 1, x);
		if (index == -1)
			System.out.println(""Ceiling of doesn't exist in array "" + x);
		else
			System.out.println(""ceiling of"" + x + "" is "" + arr[index]);

	}

}",CorCod,887,887,logn
