src,back-translation,index
"class
GFG { 




static
void
printArray(
int
A[], 
int
size) 

{ 

for
(
int
i = 
0
; i < size; i++) 

System.out.print(A[i] + 
"" ""
); 

System.out.println(
""""
); 

; 

} 




static
void
reverse(
int
arr[], 
int
l, 
int
r) 

{ 

if
(l < r) { 

arr = swap(arr, l, r); 

reverse(arr, ++l, --r); 

} 

} 








static
void
merge(
int
arr[], 
int
l, 
int
m, 
int
r) 

{ 

int
i = l; 


int
j = m + 
1
; 



while
(i <= m && arr[i] < 
0
) 

i++; 





while
(j <= r && arr[j] < 
0
) 

j++; 









reverse(arr, i, m); 






reverse(arr, m + 
1
, j - 
1
); 




reverse(arr, i, j - 
1
); 

} 






static
void
RearrangePosNeg(
int
arr[], 
int
l, 
int
r) 

{ 

if
(l < r) { 





int
m = l + (r - l) / 
2
; 




RearrangePosNeg(arr, l, m); 

RearrangePosNeg(arr, m + 
1
, r); 


merge(arr, l, m, r); 

} 

} 

static
int
[] swap(
int
[] arr, 
int
i, 
int
j) 

{ 

int
temp = arr[i]; 

arr[i] = arr[j]; 

arr[j] = temp; 

return
arr; 

} 




public
static
void
main(String[] args) 

{ 

int
arr[] = { -
12
, 
11
, -
13
, -
5
, 
6
, -
7
, 
5
, -
3
, -
6
}; 

int
arr_size = arr.length; 


RearrangePosNeg(arr, 
0
, arr_size - 
1
); 


printArray(arr, arr_size); 

} 
}","class GFG { static void printArray(int A[], int size) { for (int i = 0; i < size; i++) System.out.print(A[i] + "" ""); System.out.println(""""); } static void reverse(int arr[], int l, int r) { if (l < r) { arr = swap(arr, l, r); reverse(arr, ++l, --r); } } static void merge(int arr[], int l, int m, int r) { int i = l; int j = m + 1; while (i <= m && arr[i] < 0) i++; while (j <= r && arr[j] < 0) j++; reverse(arr, i, m); reverse(arr, m + 1, j - 1); reverse(arr, i, j - 1); } static void RearrangePosNeg(int arr[], int l, int r) { if (l < r) { int m = l + (r - l) / 2; RearrangePosNeg(arr, l, m); RearrangePosNeg(arr, m + 1, r); merge(arr, l, m, r); } } static int[] swap(int[] arr, int i, int j) { int temp = arr[i]; arr[i] = arr[j]; arr[j] = temp; return arr; } public static void main(String[] args) { int arr[] = { -12, 11, -13, -5, 6, -7, 5, -3, -6}; int arr_size = arr.length; RearrangePosNeg(arr, 0, arr_size - 1); printArray(arr, arr_size); } }",546
"class
GFG 
{ 


static
int
minJumps(
int
arr[], 

int
n) 
{ 





int
[] jumps = 
new
int
[n]; 

int
min; 










jumps[n - 
1
] = 
0
; 

















for
(
int
i = n - 
2
; i >= 
0
; i--) 

{ 





if
(arr[i] == 
0
) 

jumps[i] = Integer.MAX_VALUE; 








else
if
(arr[i] >= n - i - 
1
) 

jumps[i] = 
1
; 
















else

{ 



min = Integer.MAX_VALUE; 








for
(
int
j = i + 
1
; j < n && 

j <= arr[i] + i; j++) 

{ 

if
(min > jumps[j]) 

min = jumps[j]; 

} 




if
(min != Integer.MAX_VALUE) 

jumps[i] = min + 
1
; 

else

jumps[i] = min; 


} 

} 


return
jumps[
0
]; 
} 


public
static
void
main(String[] args) 
{ 

int
[] arr = {
1
, 
3
, 
6
, 
1
, 
0
, 
9
}; 

int
size = arr.length; 

System.out.println(
""Minimum number of""
+ 

"" jumps to reach end is ""
+ 

minJumps(arr, size)); 

} 
}","class GFG {
    static int minJumps(int arr[], int n) {
        int[] jumps = new int[n];
        int min;
        jumps[n - 1] = 0;
        for (int i = n - 2; i >= 0; i--) {
            if (arr[i] == 0)
                jumps[i] = Integer.MAX_VALUE;
            else if (arr[i] >= n - i - 1)
                jumps[i] = 1;
            else {
                min = Integer.MAX_VALUE;
                for (int j = i + 1; j < n && j <= arr[i] + i; j++) {
                    if (min > jumps[j])
                        min = jumps[j];
                }
                if (min != Integer.MAX_VALUE)
                    jumps[i] = min + 1;
                else
                    jumps[i] = min;
            }
        }
        return jumps[0];
    }
    public static void main(String[] args) {
        int[] arr = {1, 3, 6, 1, 0, 9};
        int size = arr.length;
        System.out.println(""Minimum number of"" + "" jumps to reach end is "" + minJumps(arr, size));
    }
}",547
"class
GFG 
{ 


static
int
minJumps(
int
arr[], 

int
n) 
{ 





int
[] jumps = 
new
int
[n]; 

int
min; 










jumps[n - 
1
] = 
0
; 

















for
(
int
i = n - 
2
; i >= 
0
; i--) 

{ 





if
(arr[i] == 
0
) 

jumps[i] = Integer.MAX_VALUE; 








else
if
(arr[i] >= n - i - 
1
) 

jumps[i] = 
1
; 
















else

{ 



min = Integer.MAX_VALUE; 








for
(
int
j = i + 
1
; j < n && 

j <= arr[i] + i; j++) 

{ 

if
(min > jumps[j]) 

min = jumps[j]; 

} 




if
(min != Integer.MAX_VALUE) 

jumps[i] = min + 
1
; 

else

jumps[i] = min; 


} 

} 


return
jumps[
0
]; 
} 


public
static
void
main(String[] args) 
{ 

int
[] arr = {
1
, 
3
, 
6
, 
1
, 
0
, 
9
}; 

int
size = arr.length; 

System.out.println(
""Minimum number of""
+ 

"" jumps to reach end is ""
+ 

minJumps(arr, size)); 

} 
}","class GFG { static int minJumps(int arr[], int n) { int[] jumps = new int[n]; int min; jumps[n - 1] = 0; for (int i = n - 2; i >= 0; i--) { if (arr[i] == 0) jumps[i] = Integer.MAX_VALUE; else if (arr[i] >= n - i - 1) jumps[i] = 1; else { min = Integer.MAX_VALUE; for (int j = i + 1; j < n && j <= arr[i] + i; j++) { if (min > jumps[j]) min = jumps[j]; } if (min != Integer.MAX_VALUE) jumps[i] = min + 1; else jumps[i] = min; } } return jumps[0]; } public static void main(String[] args) { int[] arr = {1, 3, 6, 1, 0, 9}; int size = arr.length; System.out.println(""Minimum number of""+ "" jumps to reach end is ""+ minJumps(arr, size)); } }",548
"public
class
GfG{ 



public
static
void
rearrangeArr(
int
arr[], 

int
n) 

{ 



int
evenPos = n / 
2
; 




int
oddPos = n - evenPos; 


int
[] tempArr = 
new
int
[n]; 






for
(
int
i = 
0
; i < n; i++) 

tempArr[i] = arr[i]; 




Arrays.sort(tempArr); 


int
j = oddPos - 
1
; 






for
(
int
i = 
0
; i < n; i += 
2
) { 

arr[i] = tempArr[j]; 

j--; 

} 


j = oddPos; 






for
(
int
i = 
1
; i < n; i += 
2
) { 

arr[i] = tempArr[j]; 

j++; 

} 




for
(
int
i = 
0
; i < n; i++) 

System.out.print(arr[i] + 
"" ""
); 

} 




public
static
void
main(String argc[]){ 

int
[] arr = 
new
int
[]{ 
1
, 
2
, 
3
, 
4
, 
5
, 

6
, 
7
}; 

int
size = 
7
; 

rearrangeArr(arr, size); 


} 
}","public class Solution {

    static void rearrangeArr(int arr[], int n) {

        int evenPos = n / 2;

        int oddPos = n - evenPos;

        int[] tempArr = new int[n];



        for (int i = 0; i < n; i++)

            tempArr[i] = arr[i];


        Arrays.sort(tempArr);


        int j = oddPos - 1;





        for (int i = 0; i < n; i += 2) {

            arr[i] = tempArr[j];

            j--;

        }


        j = oddPos;





        for (int i = 1; i < n; i += 2) {

            arr[i] = tempArr[j];

            j++;

        }



        for (int i = 0; i < n; i++)

            System.out.print(arr[i] + "" "");

    }


    public static void main(String argc[]) {

        int[] arr = new int[]{1, 2, 3, 4, 5, 6, 7};

        int size = 7;

        rearrangeArr(arr, size);

    }
}",549
"public class ladder {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int problems = sc.nextInt();
        for (int i = 0; i < problems; i++) {
            int numPlanks = sc.nextInt();
            solve(numPlanks, sc);
        }





    }
    public static void solve(int numPlanks, Scanner sc) {
        int answer;
        ArrayList<Integer> planks  = new ArrayList<>();
        for (int i = 0; i < numPlanks; i++) {
            planks.add(sc.nextInt());
        }

        Collections.sort(planks);

        planks.remove(numPlanks - 1);
        planks.add(planks.get(numPlanks - 2));
        int base = planks.get(numPlanks - 1) - 1;
        if ((numPlanks - 2) > base) {
            answer = base;
        }
        else {
            answer = numPlanks - 2;
        }
        if (base == 0) {
            answer = 0;
        }
        System.out.println(answer);
    }
}","public class Ladder {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int problems = sc.nextInt();
        for (int i = 0; i < problems; i++) {
            int numPlanks = sc.nextInt();
            solve(numPlanks, sc);
        }
    }

    public static void solve(int numPlanks, Scanner sc) {
        int answer;
        List<Integer> planks = new ArrayList<>();
        for (int i = 0; i < numPlanks; i++) {
            planks.add(sc.nextInt());
        }
        Collections.sort(planks);
        planks.remove(numPlanks - 1);
        planks.add(planks.get(numPlanks - 2));
        int base = planks.get(numPlanks - 1) - 1;
        if ((numPlanks - 2) > base) {
            answer = base;
        } else {
            answer = numPlanks - 2;
        }
        if (base == 0) {
            answer = 0;
        }
        System.out.println(answer);
    }
}",550
"public class Main
{
    
     static void merge(int arr[], int l, int m, int r) 
    { 
        
        int n1 = m - l + 1; 
        int n2 = r - m; 
  
        
        int L[] = new int [n1]; 
        int R[] = new int [n2]; 
  
        
        for (int i=0; i<n1; ++i) 
            L[i] = arr[l + i]; 
        for (int j=0; j<n2; ++j) 
            R[j] = arr[m + 1+ j]; 
  
  
        
  
        
        int i = 0, j = 0; 
  
        
        int k = l; 
        while (i < n1 && j < n2) 
        { 
            if (L[i] <= R[j]) 
            { 
                arr[k] = L[i]; 
                i++; 
            } 
            else
            { 
                arr[k] = R[j]; 
                j++; 
            } 
            k++; 
        } 
  
        
        while (i < n1) 
        { 
            arr[k] = L[i]; 
            i++; 
            k++; 
        } 
  
        
        while (j < n2) 
        { 
            arr[k] = R[j]; 
            j++; 
            k++; 
        } 
    } 
  
    
    
    static void sort(int arr[], int l, int r) 
    { 
        if (l < r) 
        { 
            
            int m = (l+r)/2; 
  
            
            sort(arr, l, m); 
            sort(arr , m+1, r); 
  
            
            merge(arr, l, m, r); 
        } 
    } 
  
    public static void main(String args[]) throws Exception
    {
        Scanner sc=new Scanner(System.in);
        int q=sc.nextInt();
        while(q>0)
        {
            
            int n=sc.nextInt();
            int a[]=new int[n];
            int i=0;
            for(i=0;i<n;i++)
                a[i]=sc.nextInt();
           sort(a,0,n-1);
           int p=a[n-2]-1;
            if(n-2>=p)
                System.out.println(p);
            else if (n-2==0)
            System.out.println(0);
            else 
                System.out.println(n-2);
            q--;
        }
        
    }
        
    }","public class Main {
    static void merge(int arr[], int l, int m, int r) {
        int n1 = m - l + 1;
        int n2 = r - m;
        int L[] = new int[n1];
        int R[] = new int[n2];
        for (int i = 0; i < n1; ++i) L[i] = arr[l + i];
        for (int j = 0; j < n2; ++j) R[j] = arr[m + 1 + j];
        int i = 0, j = 0;
        int k = l;
        while (i < n1 && j < n2) {
            if (L[i] <= R[j]) {
                arr[k] = L[i];
                i++;
            } else {
                arr[k] = R[j];
                j++;
            }
            k++;
        }
        while (i < n1) {
            arr[k] = L[i];
            i++;
            k++;
        }
        while (j < n2) {
            arr[k] = R[j];
            j++;
            k++;
        }
    }
    static void sort(int arr[], int l, int r) {
        if (l < r) {
            int m = (l + r) / 2;
            sort(arr, l, m);
            sort(arr, m + 1, r);
            merge(arr, l, m, r);
        }
    }
    public static void main(String args[]) throws Exception {
        Scanner sc = new Scanner(System.in);
        int q = sc.nextInt();
        while (q > 0) {
            int n = sc.nextInt();
            int a[] = new int[n];
            int i = 0;
            for (i = 0; i < n; i++) a[i] = sc.nextInt();
            sort(a, 0, n - 1);
            int p = a[n - 2] - 1;
            if (n - 2 >= p) System.out.println(p);
            else if (n - 2 == 0) System.out.println(0);
            else System.out.println(n - 2);
            q--;
        }
    }
}",551
"public class Solution{
    public static void main(String[] args)throws IOException{
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        StringTokenizer st = new StringTokenizer(br.readLine());
        int n = Integer.parseInt(st.nextToken());
        int k = Integer.parseInt(st.nextToken());
        st = new StringTokenizer(br.readLine());
        long[] a = new long[n];
        for(int i=0;i<n;i++) a[i] = Long.parseLong(st.nextToken());
        Queue<Long> ts = new PriorityQueue<Long>();
        for(int i=1;i<n;i++) ts.add(a[i]-a[i-1]);
        long sum = 0;
        for(int i=0;i<n-k;i++){
            sum += ts.poll();
        }
        System.out.println(sum);
    }
}","public class Solution{
    public static void main(String[] args)throws IOException{
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        StringTokenizer st = new StringTokenizer(br.readLine());
        int n = Integer.parseInt(st.nextToken());
        int k = Integer.parseInt(st.nextToken());
        st = new StringTokenizer(br.readLine());
        long[] a = new long[n];
        for(int i=0;i<n;i++) a[i] = Long.parseLong(st.nextToken());
        Queue<Long> ts = new PriorityQueue<Long>();
        for(int i=1;i<n;i++) ts.add(a[i]-a[i-1]);
        long sum = 0;
        for(int i=0;i<n-k;i++){
            sum += ts.poll();
        }
        System.out.println(sum);
    }
}",552
"public final class Cf
{
    public static void main(String[]args)
    {
        FastReader ob=new FastReader();
        
        
        {
            int n=ob.nextInt();
            int k=ob.nextInt();
            int a[]=new int[n];
            for(int i=0;i<n;i++)
            a[i]=ob.nextInt();
            int x=a[n-1]-a[0];
            ArrayList<Integer> b=new ArrayList<>();
            for(int i=0;i<n-1;i++)
            b.add(-a[i+1]+a[i]);
            Collections.sort(b);
            for(int i=0;i<k-1;i++)
            x+=b.get(i);
            System.out.println(x);
        }
    }
}
class FastReader {
    BufferedReader br;
    StringTokenizer st;
    public FastReader() {
        br = new BufferedReader(new InputStreamReader(System.in));
    }

    public String next() {
        while (st == null || !st.hasMoreElements()) {
            try {
                st = new StringTokenizer(br.readLine());
            } catch (IOException e)  {
                e.printStackTrace();
            }
        }
        return st.nextToken();
    }
    public String nextLine()
    {
        String s="""";
        try {
        s=br.readLine();
        } catch (IOException e)  {
                e.printStackTrace();
            }
        return s;
    }
    public int nextInt() {
        return Integer.parseInt(next());
    }
    public long nextLong() {
        return Long.parseLong(next());
    }
    public double nextDouble() {
        return Double.parseDouble(next());
    }
}","public final class Cf {
    public static void main(String[] args) {
        FastReader ob = new FastReader();

        {
            int n = ob.nextInt();
            int k = ob.nextInt();
            int[] a = new int[n];
            for (int i = 0; i < n; i++)
                a[i] = ob.nextInt();
            int x = a[n - 1] - a[0];
            ArrayList<Integer> b = new ArrayList<>();
            for (int i = 0; i < n - 1; i++)
                b.add(-a[i + 1] + a[i]);
            Collections.sort(b);
            for (int i = 0; i < k - 1; i++)
                x += b.get(i);
            System.out.println(x);
        }
    }
}

class FastReader {
    BufferedReader br;
    StringTokenizer st;

    public FastReader() {
        br = new BufferedReader(new InputStreamReader(System.in));
    }

    public String next() {
        while (st == null || !st.hasMoreElements()) {
            try {
                st = new StringTokenizer(br.readLine());
            } catch (IOException e) {
                e.printStackTrace();
            }
        }
        return st.nextToken();
    }

    public String nextLine() {
        String s = """";
        try {
            s = br.readLine();
        } catch (IOException e) {
            e.printStackTrace();
        }
        return s;
    }

    public int nextInt() {
        return Integer.parseInt(next());
    }

    public long nextLong() {
        return Long.parseLong(next());
    }

    public double nextDouble() {
        return Double.parseDouble(next());
    }
}",553
"class
GfG 
{ 






public
static
int
minMaxProduct(
int
arr1[], 

int
arr2[], 

int
n1, 

int
n2) 

{ 








Arrays.sort(arr1); 

Arrays.sort(arr2); 






return
arr1[n1 - 
1
] * arr2[
0
]; 

} 




public
static
void
main(String argc[]) 

{ 

int
[] arr1= 
new
int
[]{ 
10
, 
2
, 
3
, 

6
, 
4
, 
1
}; 

int
[] arr2 = 
new
int
[]{ 
5
, 
1
, 
4
, 

2
, 
6
, 
9
}; 

int
n1 = 
6
; 

int
n2 = 
6
; 

System.out.println(minMaxProduct(arr1, 

arr2, 

n1, n2)); 

} 
}","class GfG { public static int minMaxProduct(int[] arr1, int[] arr2, int n1, int n2) { Arrays.sort(arr1); Arrays.sort(arr2); return arr1[n1 - 1] * arr2[0]; } public static void main(String argc[]) { int[] arr1 = new int[]{ 10, 2, 3, 6, 4, 1 }; int[] arr2 = new int[]{ 5, 1, 4, 2, 6, 9 }; int n1 = 6; int n2 = 6; System.out.println(minMaxProduct(arr1, arr2, n1, n2)); } }",554
"class
GFG 
{ 














static
int
findMaxSubarraySumUtil(
int
A[], 
int
B[], 

int
n, 
int
m) 

{ 




int
max_so_far = Integer.MIN_VALUE, curr_max = 
0
; 


for
(
int
i = 
0
; i < n; i++) 

{ 








if
(Arrays.binarySearch(B, A[i]) >= 
0
) 

{ 

curr_max = 
0
; 

continue
; 

} 




curr_max = Math.max(A[i], curr_max + A[i]); 

max_so_far = Math.max(max_so_far, curr_max); 

} 

return
max_so_far; 

} 




static
void
findMaxSubarraySum(
int
A[], 
int
B[], 

int
n, 
int
m) 

{ 



Arrays.sort(B); 


int
maxSubarraySum = findMaxSubarraySumUtil(A, B, 

n, m); 








if
(maxSubarraySum == Integer.MIN_VALUE) 

{ 

System.out.println(
""Maximum subarray sum cant be found""
); 

} 

else

{ 

System.out.println(
""The Maximum subarray sum = ""

+ maxSubarraySum); 

} 

} 




public
static
void
main(String[] args) 

{ 

int
A[] = {
3
, 
4
, 
5
, -
4
, 
6
}; 

int
B[] = {
1
, 
8
, 
5
}; 


int
n = A.length; 

int
m = B.length; 




findMaxSubarraySum(A, B, n, m); 

} 
}","class GFG { static int findMaxSubarraySumUtil(int A[], int B[], int n, int m) { int max_so_far = Integer.MIN_VALUE, curr_max = 0; for (int i = 0; i < n; i++) { if (Arrays.binarySearch(B, A[i]) >= 0) { curr_max = 0; continue; } curr_max = Math.max(A[i], curr_max + A[i]); max_so_far = Math.max(max_so_far, curr_max); } return max_so_far; } static void findMaxSubarraySum(int A[], int B[], int n, int m) { Arrays.sort(B); int maxSubarraySum = findMaxSubarraySumUtil(A, B, n, m); if (maxSubarraySum == Integer.MIN_VALUE) { System.out.println(""Maximum subarray sum cant be found""); } else { System.out.println(""The Maximum subarray sum = "" + maxSubarraySum); } } public static void main(String[] args) { int A[] = {3, 4, 5, -4, 6}; int B[] = {1, 8, 5}; int n = A.length; int m = B.length; findMaxSubarraySum(A, B, n, m); } }",555
"class
GFG { 






static
int
maxTripletSum(
int
arr[], 
int
n) 

{ 



Arrays.sort(arr); 








return
arr[n - 
1
] + arr[n - 
2
] + arr[n - 
3
]; 

} 




public
static
void
main(String args[]) 

{ 

int
arr[] = { 
1
, 
0
, 
8
, 
6
, 
4
, 
2
}; 

int
n = arr.length; 

System.out.println(maxTripletSum(arr, n)); 

} 
}","class GFG { 

static int maxTripletSum(int arr[], int n) { 
Arrays.sort(arr); 
return arr[n - 1] + arr[n - 2] + arr[n - 3]; 
} 

public static void main(String args[]) { 
int arr[] = { 1, 0, 8, 6, 4, 2 }; 
int n = arr.length; 
System.out.println(maxTripletSum(arr, n)); 
} 
}",556
"class
GFG { 




static
int
maximum(
int
a, 
int
b, 
int
c) 

{ 

return
Math.max(Math.max(a, b), c); 

} 




static
int
minimum(
int
a, 
int
b, 
int
c) 

{ 

return
Math.min(Math.min(a, b), c); 

} 






static
void
smallestDifferenceTriplet(
int
arr1[], 

int
arr2[], 
int
arr3[], 
int
n) 

{ 




Arrays.sort(arr1); 

Arrays.sort(arr2); 

Arrays.sort(arr3); 




int
res_min=
0
, res_max=
0
, res_mid=
0
; 






int
i = 
0
, j = 
0
, k = 
0
; 






int
diff = 
2147483647
; 


while
(i < n && j < n && k < n) 

{ 

int
sum = arr1[i] + arr2[j] + arr3[k]; 




int
max = maximum(arr1[i], arr2[j], arr3[k]); 




int
min = minimum(arr1[i], arr2[j], arr3[k]); 

if
(min == arr1[i]) 

i++; 

else
if
(min == arr2[j]) 

j++; 

else

k++; 






if
(diff > (max - min)) 

{ 

diff = max - min; 

res_max = max; 

res_mid = sum - (max + min); 

res_min = min; 

} 

} 




System.out.print(res_max + 
"", ""
+ res_mid 

+ 
"", ""
+ res_min); 

} 




public
static
void
main (String[] args) 

{ 


int
arr1[] = {
5
, 
2
, 
8
}; 

int
arr2[] = {
10
, 
7
, 
12
}; 

int
arr3[] = {
9
, 
14
, 
6
}; 


int
n = arr1.length; 


smallestDifferenceTriplet(arr1, arr2, arr3, n); 

} 
}","class GFG { static int maximum(int a, int b, int c) { return Math.max(Math.max(a, b), c); } static int minimum(int a, int b, int c) { return Math.min(Math.min(a, b), c); } static void smallestDifferenceTriplet(int[] arr1, int[] arr2, int[] arr3, int n) { Arrays.sort(arr1); Arrays.sort(arr2); Arrays.sort(arr3); int res_min = 0, res_max = 0, res_mid = 0; int i = 0, j = 0, k = 0; int diff = 2147483647; while (i < n && j < n && k < n) { int sum = arr1[i] + arr2[j] + arr3[k]; int max = maximum(arr1[i], arr2[j], arr3[k]); int min = minimum(arr1[i], arr2[j], arr3[k]); if (min == arr1[i]) i++; else if (min == arr2[j]) j++; else k++; if (diff > (max - min)) { diff = max - min; res_max = max; res_mid = sum - (max + min); res_min = min; } } System.out.print(res_max + "", "" + res_mid + "", "" + res_min); } public static void main(String[] args) { int[] arr1 = {5, 2, 8}; int[] arr2 = {10, 7, 12}; int[] arr3 = {9, 14, 6}; int n = arr1.length; smallestDifferenceTriplet(arr1, arr2, arr3, n); } }",557
"class
GFG { 

static
int
R = 
4
, C = 
4
; 





static
int
first(
int
arr[], 
int
low, 
int
high) 

{ 

if
(high >= low) { 



int
mid = low + (high - low) / 
2
; 




if
((mid == 
0
|| (arr[mid - 
1
] == 
0
)) && arr[mid] == 
1
) 

return
mid; 




else
if
(arr[mid] == 
0
) 

return
first(arr, (mid + 
1
), high); 




else

return
first(arr, low, (mid - 
1
)); 

} 

return
-
1
; 

} 






static
int
rowWithMax1s(
int
mat[][]) 

{ 



int
max_row_index = 
0
, max = -
1
; 






int
i, index; 

for
(i = 
0
; i < R; i++) { 

index = first(mat[i], 
0
, C - 
1
); 

if
(index != -
1
&& C - index > max) { 

max = C - index; 

max_row_index = i; 

} 

} 


return
max_row_index; 

} 



public
static
void
main(String[] args) 

{ 

int
mat[][] = { { 
0
, 
0
, 
0
, 
1
}, 

{ 
0
, 
1
, 
1
, 
1
}, 

{ 
1
, 
1
, 
1
, 
1
}, 

{ 
0
, 
0
, 
0
, 
0
} }; 

System.out.println(
""Index of row with maximum 1s is ""

+ rowWithMax1s(mat)); 

} 
}","class GFG { static int R = 4, C = 4; static int first(int arr[], int low, int high) { if(high >= low) { int mid = low + (high - low) / 2; if((mid == 0 || (arr[mid - 1] == 0)) && arr[mid] == 1) return mid; else if(arr[mid] == 0) return first(arr, (mid + 1), high); else return first(arr, low, (mid - 1)); } return -1; } static int rowWithMax1s(int mat[][]) { int max_row_index = 0, max = -1; int i, index; for(i = 0; i < R; i++) { index = first(mat[i], 0, C - 1); if(index != -1 && C - index > max) { max = C - index; max_row_index = i; } } return max_row_index ; } public static void main(String[] args) { int mat[][] = { { 0, 0, 0, 1}, { 0, 1, 1, 1}, { 1, 1, 1, 1}, { 0, 0, 0, 0} }; System.out.println(""Index of row with maximum 1s is "" + rowWithMax1s(mat)); } }",558
"public
class
GFG { 




static
void
rearrangeArray(
int
arr[], 
int
n) 

{ 



Arrays.sort(arr); 


int
[] tempArr = 
new
int
[n]; 







int
ArrIndex = 
0
; 




for
(
int
i = 
0
, j = n-
1
; i <= n / 
2
|| j > n / 
2
; 

i++, j--) { 

if
(ArrIndex < n) 

{ 

tempArr[ArrIndex] = arr[i]; 

ArrIndex++; 

} 


if
(ArrIndex < n) 

{ 

tempArr[ArrIndex] = arr[j]; 

ArrIndex++; 

} 

} 




for
(
int
i = 
0
; i < n; i++) 

arr[i] = tempArr[i]; 

} 




public
static
void
main(String args[]) 

{ 

int
arr[] = { 
5
, 
8
, 
1
, 
4
, 
2
, 
9
, 
3
, 
7
, 
6
}; 

int
n = arr.length; 

rearrangeArray(arr, n); 


for
(
int
i = 
0
; i < n; i++) 

System.out.print(arr[i]+
"" ""
); 

} 
}","public class GFG {

static void rearrangeArray(int arr[], int n) {

Arrays.sort(arr);

int[] tempArr = new int[n];

int ArrIndex = 0;

for(int i = 0, j = n-1; i <= n / 2 || j > n / 2; i++, j--) {

if(ArrIndex < n) {

tempArr[ArrIndex] = arr[i];

ArrIndex++;

}

if(ArrIndex < n) {

tempArr[ArrIndex] = arr[j];

ArrIndex++;

}

}

for(int i = 0; i < n; i++)

arr[i] = tempArr[i];

}

public static void main(String args[]) {

int arr[] = {5, 8, 1, 4, 2, 9, 3, 7, 6};

int n = arr.length;

rearrangeArray(arr, n);

for(int i = 0; i < n; i++)

System.out.print(arr[i]+"" "");

}

}",559
"class
LinkedList { 


static
Node head; 





static
class
Node { 


int
data; 

Node next, prev; 




Node(
int
d) { 

data = d; 

next = prev = 
null
; 

} 

} 


void
print(Node node) { 

Node temp = node; 

System.out.println(
""Forward Traversal using next pointer""
); 

while
(node != 
null
) { 

System.out.print(node.data + 
"" ""
); 

temp = node; 

node = node.next; 

} 

System.out.println(
""\nBackward Traversal using prev pointer""
); 

while
(temp != 
null
) { 

System.out.print(temp.data + 
"" ""
); 

temp = temp.prev; 

} 

} 






Node split(Node head) { 

Node fast = head, slow = head; 

while
(fast.next != 
null
&& fast.next.next != 
null
) { 

fast = fast.next.next; 

slow = slow.next; 

} 

Node temp = slow.next; 

slow.next = 
null
; 

return
temp; 

} 


Node mergeSort(Node node) { 

if
(node == 
null
|| node.next == 
null
) { 

return
node; 

} 

Node second = split(node); 




node = mergeSort(node); 

second = mergeSort(second); 




return
merge(node, second); 

} 




Node merge(Node first, Node second) { 



if
(first == 
null
) { 

return
second; 

} 




if
(second == 
null
) { 

return
first; 

} 




if
(first.data < second.data) { 

first.next = merge(first.next, second); 

first.next.prev = first; 

first.prev = 
null
; 

return
first; 

} 
else
{ 

second.next = merge(first, second.next); 

second.next.prev = second; 

second.prev = 
null
; 

return
second; 

} 

} 




public
static
void
main(String[] args) { 


LinkedList list = 
new
LinkedList(); 

list.head = 
new
Node(
10
); 

list.head.next = 
new
Node(
30
); 

list.head.next.next = 
new
Node(
3
); 

list.head.next.next.next = 
new
Node(
4
); 

list.head.next.next.next.next = 
new
Node(
20
); 

list.head.next.next.next.next.next = 
new
Node(
5
); 



Node node = 
null
; 

node = list.mergeSort(head); 

System.out.println(
""Linked list after sorting :""
); 

list.print(node); 


} 
}","class LinkedList { static Node head; static class Node { int data; Node next, prev; Node(int d) { data = d; next = prev = null; } } void print(Node node) { Node temp = node; System.out.println(""Forward Traversal using next pointer""); while (node != null) { System.out.print(node.data + "" ""); temp = node; node = node.next; } System.out.println(""\nBackward Traversal using prev pointer""); while (temp != null) { System.out.print(temp.data + "" ""); temp = temp.prev; } } Node split(Node head) { Node fast = head, slow = head; while (fast.next != null && fast.next.next != null) { fast = fast.next.next; slow = slow.next; } Node temp = slow.next; slow.next = null; return temp; } Node mergeSort(Node node) { if (node == null || node.next == null) { return node; } Node second = split(node); node = mergeSort(node); second = mergeSort(second); return merge(node, second); } Node merge(Node first, Node second) { if (first == null) { return second; } if (second == null) { return first; } if (first.data < second.data) { first.next = merge(first.next, second); first.next.prev = first; first.prev = null; return first; } else { second.next = merge(first, second.next); second.next.prev = second; second.prev = null; return second; } } public static void main(String[] args) { LinkedList list = new LinkedList(); list.head = new Node(10); list.head.next = new Node(30); list.head.next.next = new Node(3); list.head.next.next.next = new Node(4); list.head.next.next.next.next = new Node(20); list.head.next.next.next.next.next = new Node(5); Node node = null; node = list.mergeSort(head); System.out.println(""Linked list after sorting :""); list.print(node); } }",560
